studentId,admissionNumber,rollNumber,firstName,lastName,gender,dateOfBirth,age,class,section,bloodGroup,religion,nationality,fatherName,parentMobileNumber,completeAddress,city,province,postalCode,attendancePercentage,totalMarksObtained,maxPossibleMarks,percentage,grade,passFailStatus,feeStatus,username,createdAt,English,Urdu,Mathematics,General Knowledge,General Science,Social Studies,History_Geography,Computer Education,Physics,Chemistry,Biology,Computer Science,Islamiat,Ethics,Pakistan Studies
STD985392,ADM817671,12,Bilal,Siddiqui,Male,2018-04-13,8,Class 2,B,A+,Islam,Pakistani,Abdullah Siddiqui,+923214863782,"House No. 124, Avenue 4, Samanabad",Lahore,Punjab,54000,77%,204,500,40.8,F,Fail,Paid,bilal.siddiqui64,2026-07-16T19:29:03.940Z,47,43,36,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,NULL,NULL
STD406268,ADM152336,20,Mariam,Ali,Female,2013-06-22,13,Class 8,B,A-,Christianity,Pakistani,Fahad Ali,+923335255585,"House No. 36, Lane 4, Satellite Town",Rawalpindi,Punjab,46000,83%,462,700,66,B,Pass,Unpaid,mariam.ali35,2026-07-16T19:29:03.944Z,78,58,78,NULL,69,NULL,47,57,NULL,NULL,NULL,NULL,NULL,75,NULL
STD174973,ADM749628,20,Muhammad,Butt,Male,2015-08-18,11,Class 6,B,B-,Islam,Pakistani,Usman Butt,+923009630310,"House No. 293, Lane 10, Bani Gala",Islamabad,Islamabad Capital Territory,44000,99%,387,700,55.29,C,Pass,Paid,muhammad.butt75,2026-07-16T19:29:03.942Z,50,45,73,NULL,52,NULL,58,60,NULL,NULL,NULL,NULL,49,NULL,NULL
STD771239,ADM073912,4,Ahmed,Butt,Male,2012-01-17,14,Class 8,A,A-,Islam,Pakistani,Talha Butt,+923122205023,"House No. 336, Road 7, Gulshan-e-Iqbal",Karachi,Sindh,74200,70%,262,700,37.43,F,Fail,Paid,ahmed.butt15,2026-07-16T19:29:03.944Z,44,41,36,NULL,42,NULL,33,32,NULL,NULL,NULL,NULL,34,NULL,NULL
STD423488,ADM396637,16,Abdullah,Ahmed,Male,2015-01-17,11,Class 6,B,O+,Islam,Pakistani,Hamza Ahmed,+923217884020,"House No. 143, Street 15, North Nazimabad",Karachi,Sindh,74200,81%,425,700,60.71,B,Pass,Unpaid,abdullah.ahmed45,2026-07-16T19:29:03.942Z,79,62,47,NULL,49,NULL,57,60,NULL,NULL,NULL,NULL,71,NULL,NULL
STD183723,ADM662365,18,Laiba,Butt,Female,2012-06-10,14,Class 8,B,O-,Hinduism,Pakistani,Saad Butt,+923212844671,"House No. 313, Avenue 6, Defense (DHA)",Karachi,Sindh,74200,86%,645,700,92.14,A+,Pass,Paid,laiba.butt26,2026-07-16T19:29:03.944Z,99,83,97,NULL,100,NULL,81,93,NULL,NULL,NULL,NULL,NULL,92,NULL
STD022539,ADM447674,14,Talha,Chaudhry,Male,2017-08-13,9,Class 4,B,AB-,Islam,Pakistani,Talha Chaudhry,+923453143451,"House No. 395, Avenue 4, Johar Town",Lahore,Punjab,54000,100%,537,600,89.5,A+,Pass,Unpaid,talha.chaudhry15,2026-07-16T19:29:03.941Z,84,92,88,NULL,96,95,NULL,NULL,NULL,NULL,NULL,NULL,82,NULL,NULL
STD460781,ADM699645,3,Arsalan,Mughal,Male,2013-11-28,13,Class 7,A,A-,Hinduism,Pakistani,Ali Mughal,+923337183531,"House No. 167, Lane 6, Defense (DHA)",Karachi,Sindh,74200,78%,432,700,61.71,B,Pass,Paid,arsalan.mughal59,2026-07-16T19:29:03.942Z,77,49,57,NULL,71,NULL,61,49,NULL,NULL,NULL,NULL,NULL,68,NULL
STD449209,ADM332499,27,Arsalan,Qureshi,Male,2020-05-02,6,Class 1,C,A+,Islam,Pakistani,Talha Qureshi,+923015110191,"House No. 140, Street 10, Sector I-8",Islamabad,Islamabad Capital Territory,44000,86%,95,500,19,F,Fail,Paid,arsalan.qureshi85,2026-07-16T19:29:03.939Z,12,18,19,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL
STD217322,ADM988799,17,Mahnoor,Shah,Female,2014-01-08,12,Class 6,B,A-,Islam,Pakistani,Omar Shah,+923021815564,"House No. 161, Avenue 6, Bani Gala",Islamabad,Islamabad Capital Territory,44000,65%,479,700,68.43,B,Pass,Unpaid,mahnoor.shah87,2026-07-16T19:29:03.942Z,51,73,52,NULL,79,NULL,79,77,NULL,NULL,NULL,NULL,68,NULL,NULL
STD671444,ADM351301,13,Iqra,Siddiqui,Female,2018-05-25,8,Class 3,B,B+,Islam,Pakistani,Omar Siddiqui,+923124316325,"House No. 305, Street 12, Sector G-11",Islamabad,Islamabad Capital Territory,44000,90%,309,500,61.8,B,Pass,Paid,iqra.siddiqui44,2026-07-16T19:29:03.940Z,65,45,70,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,NULL,NULL
STD165964,ADM983972,8,Sidra,Mughal,Female,2013-08-19,13,Class 8,A,A+,Islam,Pakistani,Haris Mughal,+923023133453,"House No. 44, Road 11, Sector F-10",Islamabad,Islamabad Capital Territory,44000,98%,634,700,90.57,A+,Pass,Paid,sidra.mughal55,2026-07-16T19:29:03.944Z,91,93,91,NULL,82,NULL,84,98,NULL,NULL,NULL,NULL,95,NULL,NULL
STD566110,ADM961927,5,Sidra,Shah,Female,2017-04-23,9,Class 3,A,A+,Christianity,Pakistani,Ali Shah,+923336697351,"House No. 370, Street 12, Model Town",Lahore,Punjab,54000,77%,292,500,58.4,C,Pass,Paid,sidra.shah69,2026-07-16T19:29:03.940Z,51,62,72,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,NULL
STD267258,ADM908960,27,Saba,Khan,Female,2010-03-07,16,Class 10,C,A-,Islam,Pakistani,Talha Khan,+923451155782,"House No. 16, Lane 9, Model Town",Lahore,Punjab,54000,94%,291,700,41.57,F,Fail,Paid,saba.khan15,2026-07-16T19:29:03.945Z,43,46,44,NULL,NULL,NULL,NULL,NULL,44,31,NULL,NULL,38,NULL,45
STD630272,ADM214889,15,Talha,Ahmed,Male,2011-01-07,15,Class 10,B,A-,Hinduism,Pakistani,Muhammad Ahmed,+923211196963,"House No. 48, Lane 2, Sector I-8",Islamabad,Islamabad Capital Territory,44000,93%,377,700,53.86,C,Pass,Paid,talha.ahmed34,2026-07-16T19:29:03.945Z,45,46,45,NULL,NULL,NULL,NULL,NULL,73,48,NULL,NULL,NULL,64,56
STD724117,ADM423247,10,Sana,Qureshi,Female,2011-03-18,15,Class 10,A,O+,Islam,Pakistani,Haris Qureshi,+923026210021,"House No. 457, Avenue 13, Saddar",Rawalpindi,Punjab,46000,75%,609,700,87,A+,Pass,Paid,sana.qureshi23,2026-07-16T19:29:03.945Z,82,83,87,NULL,NULL,NULL,NULL,NULL,84,93,NULL,NULL,80,NULL,100
STD935420,ADM392269,14,Laiba,Khan,Female,2018-12-04,8,Class 3,B,B-,Islam,Pakistani,Arsalan Khan,+923121040412,"House No. 147, Street 7, Defense (DHA)",Karachi,Sindh,74200,66%,335,500,67,B,Pass,Paid,laiba.khan71,2026-07-16T19:29:03.940Z,71,62,77,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54,NULL,NULL
STD978329,ADM852020,4,Anum,Abbasi,Female,2013-08-09,13,Class 7,A,B+,Islam,Pakistani,Mustafa Abbasi,+923123428134,"House No. 128, Street 13, Gulberg",Lahore,Punjab,54000,84%,419,700,59.86,C,Pass,Unpaid,anum.abbasi12,2026-07-16T19:29:03.942Z,61,79,49,NULL,67,NULL,57,58,NULL,NULL,NULL,NULL,48,NULL,NULL
STD394445,ADM553063,7,Mustafa,Mughal,Male,2015-04-04,11,Class 5,A,O-,Islam,Pakistani,Mustafa Mughal,+923123709995,"House No. 144, Street 8, Johar Town",Lahore,Punjab,54000,97%,215,600,35.83,F,Fail,Paid,mustafa.mughal35,2026-07-16T19:29:03.941Z,36,33,36,NULL,30,35,NULL,NULL,NULL,NULL,NULL,NULL,45,NULL,NULL
STD191847,ADM147888,9,Sana,Khan,Female,2020-07-12,6,Class 1,A,AB-,Islam,Pakistani,Omar Khan,+923017004160,"House No. 216, Street 10, Model Town",Lahore,Punjab,54000,94%,317,500,63.4,B,Pass,Paid,sana.khan96,2026-07-16T19:29:03.939Z,59,54,71,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,NULL,NULL
STD344525,ADM814454,7,Iqra,Siddiqui,Female,2013-12-17,13,Class 7,A,A-,Hinduism,Pakistani,Fahad Siddiqui,+923024831938,"House No. 167, Avenue 10, Gulshan-e-Iqbal",Karachi,Sindh,74200,88%,625,700,89.29,A+,Pass,Paid,iqra.siddiqui16,2026-07-16T19:29:03.942Z,88,96,97,NULL,84,NULL,89,87,NULL,NULL,NULL,NULL,NULL,84,NULL
STD582572,ADM288055,18,Talha,Butt,Male,2010-07-28,16,Class 10,B,A+,Islam,Pakistani,Abdullah Butt,+923015942850,"House No. 33, Street 6, Sector F-10",Islamabad,Islamabad Capital Territory,44000,72%,406,700,58,C,Pass,Paid,talha.butt44,2026-07-16T19:29:03.945Z,59,67,52,NULL,NULL,NULL,NULL,NULL,45,53,NULL,NULL,51,NULL,79
STD456457,ADM299270,18,Mustafa,Shah,Male,2013-10-23,13,Class 7,B,A-,Christianity,Pakistani,Usman Shah,+923124413582,"House No. 219, Lane 7, PECHS",Karachi,Sindh,74200,96%,264,700,37.71,F,Fail,Paid,mustafa.shah30,2026-07-16T19:29:03.942Z,41,38,39,NULL,42,NULL,30,37,NULL,NULL,NULL,NULL,NULL,37,NULL
STD120223,ADM138078,29,Talha,Ahmed,Male,2013-01-07,13,Class 8,C,A-,Islam,Pakistani,Ali Ahmed,+923005216082,"House No. 405, Lane 4, Sector I-8",Islamabad,Islamabad Capital Territory,44000,81%,437,700,62.43,B,Pass,Paid,talha.ahmed63,2026-07-16T19:29:03.945Z,61,48,54,NULL,77,NULL,45,76,NULL,NULL,NULL,NULL,76,NULL,NULL
STD238571,ADM926737,20,Abdullah,Malik,Male,2018-03-12,8,Class 3,B,B+,Islam,Pakistani,Arsalan Malik,+923459110412,"House No. 154, Street 7, Sector G-11",Islamabad,Islamabad Capital Territory,44000,87%,210,500,42,D,Pass,Unpaid,abdullah.malik24,2026-07-16T19:29:03.940Z,47,39,37,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41,NULL,NULL
STD734125,ADM497761,25,Zain,Abbasi,Male,2014-11-18,12,Class 6,C,A-,Christianity,Pakistani,Arsalan Abbasi,+923454609697,"House No. 214, Road 12, Sector G-11",Islamabad,Islamabad Capital Territory,44000,85%,248,700,35.43,F,Fail,Paid,zain.abbasi69,2026-07-16T19:29:03.942Z,38,44,30,NULL,32,NULL,33,34,NULL,NULL,NULL,NULL,NULL,37,NULL
STD889419,ADM788891,28,Khadija,Chaudhry,Female,2013-12-09,13,Class 8,C,O-,Islam,Pakistani,Haris Chaudhry,+923338835366,"House No. 458, Lane 13, Saddar",Rawalpindi,Punjab,46000,65%,644,700,92,A+,Pass,Paid,khadija.chaudhry65,2026-07-16T19:29:03.944Z,95,97,88,NULL,85,NULL,87,95,NULL,NULL,NULL,NULL,97,NULL,NULL
STD213173,ADM868930,16,Sidra,Butt,Female,2018-01-26,8,Class 2,B,B-,Christianity,Pakistani,Haris Butt,+923454040146,"House No. 1, Road 13, Gulberg",Lahore,Punjab,54000,100%,340,500,68,B,Pass,Paid,sidra.butt92,2026-07-16T19:29:03.940Z,77,75,64,63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,NULL
STD660521,ADM036740,22,Muhammad,Abbasi,Male,2010-11-27,16,Class 10,C,AB+,Hinduism,Pakistani,Abdullah Abbasi,+923219423056,"House No. 403, Avenue 4, North Nazimabad",Karachi,Sindh,74200,93%,628,700,89.71,A+,Pass,Paid,muhammad.abbasi14,2026-07-16T19:29:03.945Z,83,92,96,NULL,NULL,NULL,NULL,NULL,87,85,NULL,NULL,NULL,95,90
STD811467,ADM942838,16,Saad,Khan,Male,2017-08-14,9,Class 3,B,B+,Islam,Pakistani,Omar Khan,+923335327203,"House No. 110, Avenue 11, Defense (DHA)",Karachi,Sindh,74200,90%,271,500,54.2,C,Pass,Unpaid,saad.khan54,2026-07-16T19:29:03.940Z,56,63,49,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,NULL,NULL
STD521756,ADM348466,22,Bilal,Shah,Male,2015-02-24,11,Class 6,C,AB-,Islam,Pakistani,Omar Shah,+923453459301,"House No. 294, Avenue 13, PECHS",Karachi,Sindh,74200,79%,616,700,88,A+,Pass,Paid,bilal.shah42,2026-07-16T19:29:03.942Z,90,86,93,NULL,83,NULL,82,83,NULL,NULL,NULL,NULL,99,NULL,NULL
STD883932,ADM474557,7,Bilal,Ali,Male,2010-02-04,16,Class 10,A,O-,Islam,Pakistani,Ali Ali,+923334856625,"House No. 76, Road 5, DHA Phase 5",Lahore,Punjab,54000,99%,425,700,60.71,B,Pass,Paid,bilal.ali83,2026-07-16T19:29:03.945Z,55,66,71,NULL,NULL,NULL,NULL,NULL,63,48,NULL,NULL,71,NULL,51
STD630761,ADM691014,19,Saad,Abbasi,Male,2015-11-27,11,Class 5,B,B-,Islam,Pakistani,Zain Abbasi,+923125448850,"House No. 205, Road 3, Sector F-10",Islamabad,Islamabad Capital Territory,44000,91%,225,600,37.5,F,Fail,Paid,saad.abbasi16,2026-07-16T19:29:03.941Z,40,45,37,NULL,30,37,NULL,NULL,NULL,NULL,NULL,NULL,36,NULL,NULL
STD675374,ADM639414,5,Arsalan,Abbasi,Male,2019-11-07,7,Class 1,A,O+,Islam,Pakistani,Mustafa Abbasi,+923217152538,"House No. 73, Avenue 6, Defense (DHA)",Karachi,Sindh,74200,77%,123,500,24.6,F,Fail,Paid,arsalan.abbasi93,2026-07-16T19:29:03.938Z,28,28,17,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL
STD657309,ADM552497,18,Usman,Khan,Male,2015-02-03,11,Class 6,B,O-,Islam,Pakistani,Ahmed Khan,+923012537010,"House No. 184, Avenue 12, Satellite Town",Rawalpindi,Punjab,46000,88%,468,700,66.86,B,Pass,Unpaid,usman.khan98,2026-07-16T19:29:03.942Z,74,66,56,NULL,72,NULL,57,76,NULL,NULL,NULL,NULL,67,NULL,NULL
STD776138,ADM695411,23,Muhammad,Chaudhry,Male,2014-05-18,12,Class 6,C,B-,Islam,Pakistani,Bilal Chaudhry,+923338199480,"House No. 357, Lane 7, Clifton",Karachi,Sindh,74200,69%,452,700,64.57,B,Pass,Unpaid,muhammad.chaudhry57,2026-07-16T19:29:03.942Z,73,59,57,NULL,64,NULL,54,78,NULL,NULL,NULL,NULL,67,NULL,NULL
STD771807,ADM257073,4,Mustafa,Mughal,Male,2017-04-04,9,Class 4,A,B+,Christianity,Pakistani,Ahmed Mughal,+923018743269,"House No. 498, Avenue 10, Gulshan-e-Iqbal",Karachi,Sindh,74200,84%,131,600,21.83,F,Fail,Paid,mustafa.mughal19,2026-07-16T19:29:03.941Z,16,20,15,NULL,27,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL
STD219978,ADM510611,3,Hira,Butt,Female,2011-04-23,15,Class 9,A,B+,Hinduism,Pakistani,Ahmed Butt,+923027974046,"House No. 366, Road 10, Bahria Town",Rawalpindi,Punjab,46000,93%,548,600,91.33,A+,Pass,Paid,hira.butt72,2026-07-16T19:29:03.945Z,91,91,95,NULL,NULL,NULL,NULL,NULL,84,97,NULL,NULL,NULL,90,NULL
STD048279,ADM326953,26,Sana,Butt,Female,2016-02-09,10,Class 5,C,O-,Islam,Pakistani,Talha Butt,+923216044434,"House No. 445, Lane 9, Satellite Town",Rawalpindi,Punjab,46000,93%,564,600,94,A+,Pass,Paid,sana.butt72,2026-07-16T19:29:03.941Z,99,90,99,NULL,86,94,NULL,NULL,NULL,NULL,NULL,NULL,96,NULL,NULL
STD031930,ADM338192,21,Mariam,Mughal,Female,2017-11-15,9,Class 4,C,O+,Islam,Pakistani,Muhammad Mughal,+923005321184,"House No. 238, Street 12, Sector F-10",Islamabad,Islamabad Capital Territory,44000,98%,299,600,49.83,D,Pass,Paid,mariam.mughal24,2026-07-16T19:29:03.941Z,45,63,46,NULL,51,47,NULL,NULL,NULL,NULL,NULL,NULL,47,NULL,NULL
STD212257,ADM566410,14,Sana,Ali,Female,2011-03-26,15,Class 9,B,A+,Islam,Pakistani,Mustafa Ali,+923458846499,"House No. 245, Street 9, Sector G-11",Islamabad,Islamabad Capital Territory,44000,74%,424,600,70.67,A,Pass,Paid,sana.ali16,2026-07-16T19:29:03.945Z,79,76,79,NULL,NULL,NULL,NULL,NULL,70,63,NULL,NULL,57,NULL,NULL
STD475355,ADM674549,27,Bilal,Siddiqui,Male,2019-01-08,7,Class 2,C,A-,Christianity,Pakistani,Haris Siddiqui,+923011235887,"House No. 228, Street 1, PECHS",Karachi,Sindh,74200,71%,307,500,61.4,B,Pass,Paid,bilal.siddiqui36,2026-07-16T19:29:03.940Z,56,63,64,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,NULL
STD858207,ADM662051,25,Muhammad,Mughal,Male,2019-11-12,7,Class 2,C,A+,Islam,Pakistani,Bilal Mughal,+923334711513,"House No. 440, Street 13, Saddar",Rawalpindi,Punjab,46000,93%,447,500,89.4,A+,Pass,Unpaid,muhammad.mughal43,2026-07-16T19:29:03.940Z,94,85,99,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL
STD751796,ADM230883,19,Saad,Sheikh,Male,2012-02-17,14,Class 9,B,A-,Islam,Pakistani,Bilal Sheikh,+923003109091,"House No. 250, Street 5, Johar Town",Lahore,Punjab,54000,98%,414,600,69,B,Pass,Unpaid,saad.sheikh79,2026-07-16T19:29:03.945Z,70,58,76,NULL,NULL,NULL,NULL,NULL,75,56,NULL,NULL,79,NULL,NULL
STD734052,ADM996508,28,Anum,Mughal,Female,2017-06-11,9,Class 4,C,O+,Islam,Pakistani,Haris Mughal,+923456199660,"House No. 313, Lane 1, Defense (DHA)",Karachi,Sindh,74200,80%,355,600,59.17,C,Pass,Paid,anum.mughal78,2026-07-16T19:29:03.941Z,52,52,52,NULL,69,59,NULL,NULL,NULL,NULL,NULL,NULL,71,NULL,NULL
STD516941,ADM073344,24,Ahmed,Ali,Male,2011-07-07,15,Class 9,C,O-,Islam,Pakistani,Usman Ali,+923017591030,"House No. 103, Street 2, North Nazimabad",Karachi,Sindh,74200,94%,356,600,59.33,C,Pass,Paid,ahmed.ali70,2026-07-16T19:29:03.945Z,59,45,79,NULL,NULL,NULL,NULL,NULL,53,56,NULL,NULL,64,NULL,NULL
STD320967,ADM976670,23,Laiba,Ahmed,Female,2017-11-03,9,Class 3,C,B-,Islam,Pakistani,Ahmed Ahmed,+923331640149,"House No. 375, Road 1, Defense (DHA)",Karachi,Sindh,74200,83%,216,500,43.2,D,Pass,Unpaid,laiba.ahmed84,2026-07-16T19:29:03.940Z,45,47,40,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45,NULL,NULL
STD323296,ADM553575,12,Sidra,Siddiqui,Female,2010-01-22,16,Class 10,B,O-,Islam,Pakistani,Muhammad Siddiqui,+923452679263,"House No. 162, Street 10, Model Town",Lahore,Punjab,54000,79%,606,700,86.57,A+,Pass,Paid,sidra.siddiqui38,2026-07-16T19:29:03.945Z,95,89,80,NULL,NULL,NULL,NULL,NULL,84,86,NULL,NULL,83,NULL,89
STD338212,ADM504950,7,Amna,Qureshi,Female,2013-04-11,13,Class 8,A,AB-,Hinduism,Pakistani,Usman Qureshi,+923455225892,"House No. 357, Avenue 7, Model Town",Lahore,Punjab,54000,74%,285,700,40.71,F,Fail,Paid,amna.qureshi73,2026-07-16T19:29:03.944Z,38,30,43,NULL,42,NULL,45,41,NULL,NULL,NULL,NULL,NULL,46,NULL
STD314632,ADM115707,22,Talha,Qureshi,Male,2018-08-12,8,Class 3,C,O-,Islam,Pakistani,Mustafa Qureshi,+923026286070,"House No. 428, Avenue 13, Sector G-11",Islamabad,Islamabad Capital Territory,44000,88%,305,500,61,B,Pass,Paid,talha.qureshi65,2026-07-16T19:29:03.940Z,73,57,54,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,NULL,NULL
STD622252,ADM044745,11,Talha,Siddiqui,Male,2011-05-09,15,Class 9,B,O+,Hinduism,Pakistani,Fahad Siddiqui,+923459526035,"House No. 470, Street 11, Gulshan-e-Iqbal",Karachi,Sindh,74200,85%,376,600,62.67,B,Pass,Paid,talha.siddiqui67,2026-07-16T19:29:03.945Z,60,71,61,NULL,NULL,NULL,NULL,NULL,48,71,NULL,NULL,NULL,65,NULL
STD434180,ADM475105,23,Anum,Malik,Female,2018-10-10,8,Class 2,C,O+,Christianity,Pakistani,Talha Malik,+923127881499,"House No. 462, Street 15, Gulshan-e-Iqbal",Karachi,Sindh,74200,65%,444,500,88.8,A+,Pass,Paid,anum.malik81,2026-07-16T19:29:03.940Z,91,91,82,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL
STD316741,ADM172053,20,Zainab,Khan,Female,2016-07-06,10,Class 5,B,AB+,Islam,Pakistani,Zain Khan,+923334609509,"House No. 300, Street 4, DHA Phase 5",Lahore,Punjab,54000,80%,373,600,62.17,B,Pass,Unpaid,zainab.khan51,2026-07-16T19:29:03.941Z,77,55,60,NULL,45,61,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL,NULL
STD690780,ADM240843,20,Anum,Sheikh,Female,2016-05-28,10,Class 4,B,O+,Islam,Pakistani,Mustafa Sheikh,+923218762741,"House No. 421, Lane 12, PECHS",Karachi,Sindh,74200,13%,0,600,0,N/A,Absent,Paid,anum.sheikh37,2026-07-16T19:29:03.941Z,A,A,A,NULL,A,A,NULL,NULL,NULL,NULL,NULL,NULL,A,NULL,NULL
STD877734,ADM200003,20,Muhammad,Sheikh,Male,2014-04-08,12,Class 7,B,O+,Christianity,Pakistani,Haris Sheikh,+923008882491,"House No. 288, Street 14, Gulshan-e-Iqbal",Karachi,Sindh,74200,65%,410,700,58.57,C,Pass,Paid,muhammad.sheikh42,2026-07-16T19:29:03.944Z,61,70,47,NULL,62,NULL,52,65,NULL,NULL,NULL,NULL,NULL,53,NULL
STD769482,ADM168218,30,Ali,Shah,Male,2016-11-15,10,Class 4,C,B-,Islam,Pakistani,Talha Shah,+923013103954,"House No. 172, Avenue 6, Samanabad",Lahore,Punjab,54000,76%,230,600,38.33,F,Fail,Paid,ali.shah76,2026-07-16T19:29:03.941Z,34,31,45,NULL,48,35,NULL,NULL,NULL,NULL,NULL,NULL,37,NULL,NULL
STD161794,ADM798989,8,Sana,Shah,Female,2017-02-21,9,Class 3,A,O+,Christianity,Pakistani,Bilal Shah,+923218524344,"House No. 207, Street 15, Bani Gala",Islamabad,Islamabad Capital Territory,44000,93%,192,500,38.4,F,Fail,Paid,sana.shah14,2026-07-16T19:29:03.940Z,37,30,44,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46,NULL
STD748286,ADM202865,29,Zain,Qureshi,Male,2015-11-26,11,Class 5,C,AB+,Islam,Pakistani,Hamza Qureshi,+923457897337,"House No. 432, Road 14, Bani Gala",Islamabad,Islamabad Capital Territory,44000,80%,258,600,43,D,Pass,Paid,zain.qureshi36,2026-07-16T19:29:03.942Z,46,43,43,NULL,43,46,NULL,NULL,NULL,NULL,NULL,NULL,37,NULL,NULL
STD262008,ADM916006,13,Saba,Sheikh,Female,2011-01-06,15,Class 9,B,A+,Islam,Pakistani,Talha Sheikh,+923335117147,"House No. 333, Road 1, Gulshan-e-Iqbal",Karachi,Sindh,74200,96%,218,600,36.33,F,Fail,Paid,saba.sheikh98,2026-07-16T19:29:03.945Z,31,40,36,NULL,NULL,NULL,NULL,NULL,42,34,NULL,NULL,35,NULL,NULL
STD041568,ADM215309,28,Fatima,Khan,Female,2020-03-09,6,Class 1,C,AB+,Islam,Pakistani,Arsalan Khan,+923017224679,"House No. 290, Street 4, Chaklala Scheme III",Rawalpindi,Punjab,46000,75%,297,500,59.4,C,Pass,Unpaid,fatima.khan87,2026-07-16T19:29:03.939Z,50,77,53,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69,NULL,NULL
STD402814,ADM740346,2,Amna,Siddiqui,Female,2012-12-21,14,Class 8,A,AB+,Islam,Pakistani,Ahmed Siddiqui,+923211773693,"House No. 20, Lane 8, Gulshan-e-Iqbal",Karachi,Sindh,74200,69%,619,700,88.43,A+,Pass,Paid,amna.siddiqui24,2026-07-16T19:29:03.944Z,97,88,80,NULL,85,NULL,87,98,NULL,NULL,NULL,NULL,84,NULL,NULL
STD449060,ADM887221,11,Sana,Siddiqui,Female,2011-11-12,15,Class 10,B,B-,Islam,Pakistani,Ahmed Siddiqui,+923016896265,"House No. 369, Road 11, Bani Gala",Islamabad,Islamabad Capital Territory,44000,77%,393,700,56.14,C,Pass,Paid,sana.siddiqui97,2026-07-16T19:29:03.945Z,65,46,59,NULL,NULL,NULL,NULL,NULL,55,58,NULL,NULL,47,NULL,63
STD676480,ADM551380,11,Anum,Chaudhry,Female,2013-09-13,13,Class 8,B,A-,Islam,Pakistani,Bilal Chaudhry,+923332235557,"House No. 359, Lane 11, Sector G-11",Islamabad,Islamabad Capital Territory,44000,69%,453,700,64.71,B,Pass,Paid,anum.chaudhry65,2026-07-16T19:29:03.944Z,71,76,67,NULL,74,NULL,53,54,NULL,NULL,NULL,NULL,58,NULL,NULL
STD076295,ADM659979,14,Ayesha,Chaudhry,Female,2010-01-15,16,Class 10,B,B+,Islam,Pakistani,Arsalan Chaudhry,+923214452922,"House No. 275, Street 2, Bani Gala",Islamabad,Islamabad Capital Territory,44000,100%,266,700,38,D,Pass,Unpaid,ayesha.chaudhry20,2026-07-16T19:29:03.945Z,35,48,33,NULL,NULL,NULL,NULL,NULL,35,34,NULL,NULL,48,NULL,33
STD221050,ADM420383,23,Zainab,Qureshi,Female,2014-01-18,12,Class 7,C,A+,Islam,Pakistani,Ahmed Qureshi,+923016453923,"House No. 367, Street 5, DHA Phase 5",Lahore,Punjab,54000,96%,447,700,63.86,B,Pass,Paid,zainab.qureshi47,2026-07-16T19:29:03.944Z,56,76,63,NULL,56,NULL,76,48,NULL,NULL,NULL,NULL,72,NULL,NULL
STD379228,ADM891873,14,Haris,Ahmed,Male,2015-08-04,11,Class 5,B,B-,Islam,Pakistani,Abdullah Ahmed,+923016589266,"House No. 208, Street 9, Defense (DHA)",Karachi,Sindh,74200,91%,424,600,70.67,A,Pass,Paid,haris.ahmed11,2026-07-16T19:29:03.941Z,62,67,76,NULL,76,67,NULL,NULL,NULL,NULL,NULL,NULL,76,NULL,NULL
STD317744,ADM727198,17,Sidra,Sheikh,Female,2013-11-03,13,Class 8,B,AB+,Islam,Pakistani,Saad Sheikh,+923027904060,"House No. 214, Lane 1, Chaklala Scheme III",Rawalpindi,Punjab,46000,90%,399,700,57,C,Pass,Paid,sidra.sheikh33,2026-07-16T19:29:03.944Z,49,77,60,NULL,45,NULL,52,56,NULL,NULL,NULL,NULL,60,NULL,NULL
STD748286,ADM202865,29,Zain,Qureshi,Male,2015-11-26,11,Class 5,C,AB+,Islam,Pakistani,Hamza Qureshi,+923457897337,"House No. 432, Road 14, Bani Gala",Islamabad,Islamabad Capital Territory,44000,80%,258,600,43,D,Pass,Paid,zain.qureshi36,2026-07-16T19:29:03.942Z,46,43,43,NULL,43,46,NULL,NULL,NULL,NULL,NULL,NULL,37,NULL,NULL
