"studentId","admissionNumber","rollNumber","firstName","lastName","gender","dateOfBirth","age","class","section","bloodGroup","religion","nationality","fatherName","motherName","guardianName","parentMobileNumber","parentEmail","completeAddress","city","province","postalCode","admissionDate","attendancePercentage","subjectWiseMarks.English","subjectWiseMarks.Urdu","subjectWiseMarks.Mathematics","subjectWiseMarks.General Knowledge","subjectWiseMarks.General Science","subjectWiseMarks.Social Studies","subjectWiseMarks.History_Geography","subjectWiseMarks.Computer Education","subjectWiseMarks.Physics","subjectWiseMarks.Chemistry","subjectWiseMarks.Biology","subjectWiseMarks.Computer Science","subjectWiseMarks.Pakistan Studies","subjectWiseMarks.Islamiat","subjectWiseMarks.Ethics","totalMarksObtained","maxPossibleMarks","percentage","grade","passFailStatus","feeStatus","transport","hostel","medicalNotes","username","password","createdAt","updatedAt"
"STD006803","ADM736347",19,"Hamza","Naqvi","Male","2016-05-19",10,"Class 5","B","B+","Islam","Pakistani","Yasir Naqvi","Zainab Naqvi","Yasir Naqvi","+923337473895","yasirnaqvi30@gmail.com","House No. 434, Sector-Street 9, Defense (DHA)","Karachi","Sindh","74200","2022-04-05","80%",52,87,69,NA,50,73,NA,NA,NA,NA,NA,NA,NA,72,NA,403,600,67.17,"B","Pass","Paid","School Van","No","No medical conditions.","hamza.naqvi","8LG5s9i0bh","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD774653","ADM409293",20,"Sara","Abbasi","Female","2015-05-07",11,"Class 5","B","AB-","Hinduism","Pakistani","Asad Abbasi","Amna Abbasi","Asad Abbasi","+923219762400","asadabbasi93@gmail.com","House No. 155, Street 2, Model Town","Lahore","Punjab","54000","2022-04-05","62%",76,94,55,NA,69,56,NA,NA,NA,NA,NA,NA,NA,NA,73,423,600,70.50,"A","Pass","Paid","Self","No","No medical conditions.","sara.abbasi","n4pwTp#jSr","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD757993","ADM022262",21,"Fatima","Hashmi","Female","2015-07-04",11,"Class 5","C","B+","Islam","Pakistani","Hussain Hashmi","Sumaira Hashmi","Hussain Hashmi","+923024799413","hussainhashmi40@gmail.com","House No. 116, Avenue 4, Sector G-11","Islamabad","Islamabad Capital Territory","44000","2022-04-05","83%",79,43,64,NA,55,97,NA,NA,NA,NA,NA,NA,NA,45,NA,383,600,63.83,"B","Pass","Paid","Self","No","No known medical conditions or allergies.","fatima.hashmi38","PfkTrjk@z1","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD780433","ADM432670",22,"Nida","Jamil","Female","2016-09-10",10,"Class 5","C","O-","Islam","Pakistani","Bilal Jamil","Sadia Jamil","Nabeel Jamil","+923023255435","bilaljamil78@gmail.com","House No. 289, Street 8, Samanabad","Lahore","Punjab","54000","2022-04-05","74%",50,69,35,NA,71,69,NA,NA,NA,NA,NA,NA,NA,66,NA,360,600,60.00,"B","Pass","Paid","School Van","No","No known medical conditions or allergies.","nida.jamil","$3xA9fa9sh","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD539197","ADM049018",23,"Waqas","Farooqi","Male","2016-01-01",10,"Class 5","C","O-","Christianity","Pakistani","Hussain Farooqi","Amna Farooqi","Hussain Farooqi","+923005717691","hussainfarooqi32@gmail.com","House No. 70, Lane 3, Gari Khata","Hyderabad","Sindh","71000","2022-04-05","88%",56,84,98,NA,75,34,NA,NA,NA,NA,NA,NA,NA,NA,66,413,600,68.83,"B","Pass","Paid","Self","No","Allergic to penicillin.","waqas.farooqi788","eS6VjGLQDj","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD138575","ADM172355",24,"Nida","Ansari","Female","2016-05-01",10,"Class 5","C","A-","Islam","Pakistani","Mustafa Ansari","Fiza Ansari","Mustafa Ansari","+923123426681","mustafaansari50@gmail.com","House No. 341, Sector-Street 8, Multan Public School Road","Multan","Punjab","60000","2022-04-05","91%",68,75,37,NA,46,80,NA,NA,NA,NA,NA,NA,NA,72,NA,378,600,63.00,"B","Pass","Paid","School Van","No","Mild seasonal asthma; carries inhaler.","nida.ansari628","3o98K#Htxp","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD579014","ADM691148",25,"Hussain","Ali","Male","2016-05-08",10,"Class 5","C","A-","Christianity","Pakistani","Usman Ali","Sumaira Ali","Usman Ali","+923458028255","usmanali32@gmail.com","House No. 166, Avenue 14, Cantt","Quetta","Balochistan","87300","2022-04-05","81%",83,64,44,NA,75,54,NA,NA,NA,NA,NA,NA,NA,NA,38,358,600,59.67,"C","Pass","Paid","Self","No","No medical conditions.","hussain.ali","qoZP4fC54f","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD480596","ADM592035",26,"Raza","Zaidi","Male","2015-04-19",11,"Class 5","C","O+","Islam","Pakistani","Kamran Zaidi","Bushra Zaidi","Kamran Zaidi","+923453362885","kamranzaidi35@gmail.com","House No. 463, Lane 15, Samanabad","Faisalabad","Punjab","38000","2022-04-05","68%",88,83,63,NA,88,82,NA,NA,NA,NA,NA,NA,NA,61,NA,465,600,77.50,"A","Pass","Paid","Self","No","Mild seasonal asthma; carries inhaler.","raza.zaidi","9CsK#vdUGG","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD825959","ADM771918",27,"Usman","Ansari","Male","2016-10-23",10,"Class 5","C","B-","Islam","Pakistani","Talha Ansari","Saba Ansari","Talha Ansari","+923336872897","talhaansari35@gmail.com","House No. 361, Road 6, Jinnah Road","Quetta","Balochistan","87300","2022-04-05","99%",92,65,51,NA,72,55,NA,NA,NA,NA,NA,NA,NA,68,NA,403,600,67.17,"B","Pass","Paid","Self","No","Allergic to peanuts.","usman.ansari","eEWsKyqHl8","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD766316","ADM178987",28,"Omar","Yousafzai","Male","2015-09-21",11,"Class 5","C","O-","Islam","Pakistani","Arsalan Yousafzai","Nida Yousafzai","Arsalan Yousafzai","+923007766962","arsalanyousafzai28@gmail.com","House No. 255, Avenue 7, Satellite Town","Rawalpindi","Punjab","46000","2022-04-05","94%",49,72,51,NA,93,37,NA,NA,NA,NA,NA,NA,NA,35,NA,337,600,56.17,"C","Pass","Paid","School Van","No","Mild dust allergy.","omar.yousafzai","1A8zBdwXTu","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD872899","ADM815326",29,"Aamir","Ahmed","Male","2015-09-11",11,"Class 5","C","O+","Islam","Pakistani","Hamza Ahmed","Tayyaba Ahmed","Hamza Ahmed","+923213349275","hamzaahmed34@gmail.com","House No. 494, Road 1, Adyala Road","Rawalpindi","Punjab","46000","2022-04-05","91%",33,98,48,NA,34,84,NA,NA,NA,NA,NA,NA,NA,89,NA,386,600,64.33,"B","Pass","Paid","Self","No","No medical conditions.","aamir.ahmed","!qRGRJjsgg","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD047306","ADM720036",30,"Omar","Qureshi","Male","2015-03-12",11,"Class 5","C","O-","Hinduism","Pakistani","Hamza Qureshi","Iqra Qureshi","Hamza Qureshi","+923452519511","hamzaqureshi44@gmail.com","House No. 342, Avenue 11, Madina Town","Faisalabad","Punjab","38000","2022-04-05","76%",95,78,63,NA,87,80,NA,NA,NA,NA,NA,NA,NA,NA,42,445,600,74.17,"A","Pass","Paid","School Van","No","Mild seasonal asthma; carries inhaler.","omar.qureshi","ztca2nHXLQ","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD736403","ADM473469", 1,"Raza","Farooqi","Male","2014-06-16",12,"Class 6","A","O-","Islam","Pakistani","Hussain Farooqi","Nida Farooqi","Waqas Farooqi","+923001629546","hussainfarooqi13@gmail.com","House No. 333, Road 5, Peshawar Cantt","Peshawar","Khyber Pakhtunkhwa","25000","2021-04-05","62%",41,93,83,NA,68,NA, 87, 59,NA,NA,NA,NA,NA,37,NA,468,700,66.86,"B","Pass","Paid","School Van","No","Allergic to peanuts.","raza.farooqi","5rC@oAUoLm","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD872922","ADM990837", 2,"Hira","Chaudhry","Female","2014-05-06",12,"Class 6","A","O-","Islam","Pakistani","Omar Chaudhry","Zainab Chaudhry","Omar Chaudhry","+923219146921","omarchaudhry15@gmail.com","House No. 424, Sector-Street 1, Hayatabad Phase 1","Peshawar","Khyber Pakhtunkhwa","25000","2021-04-05","62%",81,95,49,NA,97,NA, 75, 58,NA,NA,NA,NA,NA,67,NA,522,700,74.57,"A","Pass","Paid","School Van","No","No medical conditions.","hira.chaudhry","cGwgT2821j","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD664004","ADM862991", 3,"Sara","Raza","Female","2014-01-23",12,"Class 6","A","B-","Islam","Pakistani","Kamran Raza","Bushra Raza","Kamran Raza","+923452458911","kamranraza93@gmail.com","House No. 57, Street 1, Bani Gala","Islamabad","Islamabad Capital Territory","44000","2021-04-05","63%",89,99,68,NA,92,NA, 91, 47,NA,NA,NA,NA,NA,76,NA,562,700,80.29,"A+","Pass","Paid","School Van","No","No medical conditions.","sara.raza","6hRjIK7nGL","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD398872","ADM477282", 4,"Javerya","Mughal","Female","2014-05-25",12,"Class 6","A","A+","Islam","Pakistani","Nabeel Mughal","Sara Mughal","Nabeel Mughal","+923212249511","nabeelmughal95@gmail.com","House No. 434, Road 6, Federal B Area","Karachi","Sindh","74200","2021-04-05","93%",37,80,78,NA,70,NA, 62, 89,NA,NA,NA,NA,NA,69,NA,485,700,69.29,"B","Pass","Paid","Self","No","Mild seasonal asthma; carries inhaler.","javerya.mughal","qO7Swc9rjh","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD301065","ADM082346", 5,"Junaid","Yousafzai","Male","2015-01-10",11,"Class 6","A","AB-","Islam","Pakistani","Ali Yousafzai","Laiba Yousafzai","Ali Yousafzai","+923128804727","aliyousafzai62@gmail.com","House No. 357, Street 7, Latifabad Unit 6","Hyderabad","Sindh","71000","2021-04-05","84%",84,56,98,NA,35,NA, 64, 51,NA,NA,NA,NA,NA,39,NA,427,700,61.00,"B","Pass","Paid","Self","No","Mild dust allergy.","junaid.yousafzai","wBQXUp5FoC","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD183967","ADM194757", 6,"Abdullah","Naqvi","Male","2014-02-03",12,"Class 6","A","O-","Christianity","Pakistani","Ahmed Naqvi","Kiran Naqvi","Ahmed Naqvi","+923332416357","ahmednaqvi58@gmail.com","House No. 375, Lane 7, Cantt","Quetta","Balochistan","87300","2021-04-05","79%",90,79,38,NA,91,NA, 51, 45,NA,NA,NA,NA,NA,NA,82,476,700,68.00,"B","Pass","Paid","School Van","No","Mild seasonal asthma; carries inhaler.","abdullah.naqvi","M2FvR@JFh!","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD160634","ADM178189", 7,"Khadija","Qureshi","Female","2015-07-16",11,"Class 6","A","AB-","Islam","Pakistani","Abdullah Qureshi","Wajiha Qureshi","Hussain Qureshi","+923451604956","abdullahqureshi22@gmail.com","House No. 86, Avenue 9, Multan Public School Road","Multan","Punjab","60000","2021-04-05","93%",88,47,36,NA,85,NA,100, 58,NA,NA,NA,NA,NA,52,NA,466,700,66.57,"B","Pass","Paid","Self","No","Allergic to penicillin.","khadija.qureshi","Zv2Mm07XVH","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD782718","ADM127386", 8,"Khadija","Abbasi","Female","2015-08-12",11,"Class 6","A","B-","Islam","Pakistani","Abdullah Abbasi","Mariam Abbasi","Abdullah Abbasi","+923457131534","abdullahabbasi25@gmail.com","House No. 61, Road 2, Warsak Road","Peshawar","Khyber Pakhtunkhwa","25000","2021-04-05","92%",77,62,57,NA,73,NA, 73, 64,NA,NA,NA,NA,NA,85,NA,491,700,70.14,"A","Pass","Paid","Self","No","No known medical conditions or allergies.","khadija.abbasi","IE$C@$#IIC","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD766106","ADM792493", 9,"Wajiha","Farooqi","Female","2015-09-18",11,"Class 6","A","AB-","Christianity","Pakistani","Talha Farooqi","Sadia Farooqi","Talha Farooqi","+923212872062","talhafarooqi84@gmail.com","House No. 147, Lane 7, PECHS","Karachi","Sindh","74200","2021-04-05","69%",46,89,79,NA,94,NA, 56, 98,NA,NA,NA,NA,NA,NA,62,524,700,74.86,"A","Pass","Paid","School Van","No","Allergic to peanuts.","wajiha.farooqi","5gUgwZt6A3","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD939522","ADM752255",10,"Rimsha","Mughal","Female","2015-10-11",11,"Class 6","A","A+","Hinduism","Pakistani","Hamza Mughal","Wajiha Mughal","Hamza Mughal","+923212479931","hamzamughal63@gmail.com","House No. 428, Sector-Street 2, Chaklala Scheme III","Rawalpindi","Punjab","46000","2021-04-05","65%",48,99,51,NA,83,NA, 46, 83,NA,NA,NA,NA,NA,NA,73,483,700,69.00,"B","Pass","Unpaid","Self","No","Wears corrective lenses/glasses.","rimsha.mughal","aM5EBSt8f@","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD073984","ADM559252",11,"Ali","Siddiqui","Male","2015-02-05",11,"Class 6","B","O+","Islam","Pakistani","Hassan Siddiqui","Alisha Siddiqui","Hassan Siddiqui","+923128844954","hassansiddiqui33@gmail.com","House No. 171, Lane 12, Chaklala Scheme III","Rawalpindi","Punjab","46000","2021-04-05","80%",97,57,37,NA,57,NA, 91, 59,NA,NA,NA,NA,NA,36,NA,434,700,62.00,"B","Pass","Paid","Self","No","No medical conditions.","ali.siddiqui647","8o!f1O2ajS","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD645069","ADM598653",12,"Sana","Hashmi","Female","2015-08-01",11,"Class 6","B","B+","Hinduism","Pakistani","Omar Hashmi","Iqra Hashmi","Omar Hashmi","+923128179588","omarhashmi22@gmail.com","House No. 304, Avenue 12, People's Colony","Faisalabad","Punjab","38000","2021-04-05","63%",74,69,66,NA,96,NA, 57, 58,NA,NA,NA,NA,NA,NA,76,496,700,70.86,"A","Pass","Paid","Self","No","Mild seasonal asthma; carries inhaler.","sana.hashmi471","NiOnEOEv54","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD603792","ADM869604",13,"Adnan","Sheikh","Male","2015-11-12",11,"Class 6","B","O-","Islam","Pakistani","Saad Sheikh","Sara Sheikh","Saad Sheikh","+923337121577","saadsheikh52@gmail.com","House No. 250, Avenue 2, Satellite Town","Rawalpindi","Punjab","46000","2021-04-05","64%",80,47,75,NA,78,NA, 49, 61,NA,NA,NA,NA,NA,73,NA,463,700,66.14,"B","Pass","Paid","School Van","No","Wears corrective lenses/glasses.","adnan.sheikh","H40EO#8Mtc","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD908345","ADM222483",14,"Junaid","Jamil","Male","2015-04-27",11,"Class 6","B","B+","Hinduism","Pakistani","Daniyal Jamil","Sara Jamil","Daniyal Jamil","+923453319392","daniyaljamil30@gmail.com","House No. 342, Avenue 15, Satellite Town","Quetta","Balochistan","87300","2021-04-05","68%",61,74,53,NA,61,NA, 48, 83,NA,NA,NA,NA,NA,NA,90,470,700,67.14,"B","Pass","Paid","Self","No","Mild dust allergy.","junaid.jamil","4CdJ39KFGY","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD058858","ADM847066",15,"Amna","Hashmi","Female","2014-12-11",12,"Class 6","B","A+","Islam","Pakistani","Adnan Hashmi","Ayesha Hashmi","Adnan Hashmi","+923027399710","adnanhashmi76@gmail.com","House No. 12, Street 2, Saddar","Rawalpindi","Punjab","46000","2021-04-05","95%",44,65,73,NA,37,NA, 82, 55,NA,NA,NA,NA,NA,45,NA,401,700,57.29,"C","Pass","Unpaid","Self","No","Allergic to peanuts.","amna.hashmi","hTGSFy3ni#","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD672500","ADM170652",16,"Ayesha","Sheikh","Female","2014-12-01",12,"Class 6","B","AB-","Islam","Pakistani","Daniyal Sheikh","Mehak Sheikh","Daniyal Sheikh","+923006731145","daniyalsheikh25@gmail.com","House No. 250, Lane 10, Johar Town","Lahore","Punjab","54000","2021-04-05","78%",70,67,57,NA,81,NA, 61, 63,NA,NA,NA,NA,NA,84,NA,483,700,69.00,"B","Pass","Unpaid","Self","No","Allergic to peanuts.","ayesha.sheikh","t3rvran5cZ","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD526186","ADM146086",17,"Haris","Khan","Male","2015-10-03",11,"Class 6","B","O+","Islam","Pakistani","Muhammad Khan","Ayesha Khan","Muhammad Khan","+923018732149","muhammadkhan57@gmail.com","House No. 81, Avenue 5, Gulistan Colony","Faisalabad","Punjab","38000","2021-04-05","60%",71,59,39,NA,49,NA, 97, 35,NA,NA,NA,NA,NA,54,NA,404,700,57.71,"C","Pass","Paid","Self","No","Mild dust allergy.","haris.khan","5XVBBsg9BP","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD983732","ADM295006",18,"Usman","Ansari","Male","2015-04-06",11,"Class 6","B","O+","Islam","Pakistani","Hassan Ansari","Fatima Ansari","Hassan Ansari","+923004764559","hassanansari31@gmail.com","House No. 489, Lane 11, Gulistan Colony","Faisalabad","Punjab","38000","2021-04-05","84%",57,86,45,NA,89,NA, 46, 64,NA,NA,NA,NA,NA,92,NA,479,700,68.43,"B","Pass","Paid","Self","No","Mild dust allergy.","usman.ansari236","kqQdvi7J1m","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD208083","ADM398638",19,"Tayyaba","Ahmed","Female","2014-11-03",12,"Class 6","B","O-","Islam","Pakistani","Ahmed Ahmed","Iqra Ahmed","Ahmed Ahmed","+923455581602","ahmedahmed24@gmail.com","House No. 20, Avenue 8, E-11","Islamabad","Islamabad Capital Territory","44000","2021-04-05","71%",95,93,90,NA,66,NA, 92, 95,NA,NA,NA,NA,NA,98,NA,629,700,89.86,"A+","Pass","Paid","Self","No","Allergic to peanuts.","tayyaba.ahmed","#jHt3D4H9V","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD582920","ADM089060",20,"Hussain","Mughal","Male","2015-12-15",11,"Class 6","B","O-","Islam","Pakistani","Nabeel Mughal","Ayesha Mughal","Nabeel Mughal","+923003503400","nabeelmughal97@gmail.com","House No. 12, Sector-Street 12, Madina Town","Faisalabad","Punjab","38000","2021-04-05","61%",67,98,94,NA,60,NA, 95, 96,NA,NA,NA,NA,NA,63,NA,573,700,81.86,"A+","Pass","Paid","School Van","No","Wears corrective lenses/glasses.","hussain.mughal","LNVUnOFWwu","2026-07-16T19:18:36.290Z","2026-07-16T19:18:36.290Z"
"STD409399","ADM709271",21,"Ayesha","Zaidi","Female","2015-12-05",11,"Class 6","C","O+","Islam","Pakistani","Zeeshan Zaidi","Sidra Zaidi","Zeeshan Zaidi","+923124509774","zeeshanzaidi56@gmail.com","House No. 269, Street 8, Citizen Colony","Hyderabad","Sindh","71000","2021-04-05","82%",82,75,55,NA,66,NA, 54, 82,NA,NA,NA,NA,NA,71,NA,485,700,69.29,"B","Pass","Paid","School Van","No","No known medical conditions or allergies.","ayesha.zaidi","iNdVvEJJ1a","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD501461","ADM917880",22,"Iqra","Butt","Female","2014-05-04",12,"Class 6","C","B+","Islam","Pakistani","Raza Butt","Kiran Butt","Asad Butt","+923014525672","razabutt42@gmail.com","House No. 153, Avenue 8, Model Town","Lahore","Punjab","54000","2021-04-05","82%",50,58,93,NA,92,NA, 43, 85,NA,NA,NA,NA,NA,89,NA,510,700,72.86,"A","Pass","Paid","School Van","No","Wears corrective lenses/glasses.","iqra.butt","8xdJYefQZA","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD319195","ADM000710",23,"Yasir","Chaudhry","Male","2014-03-22",12,"Class 6","C","A-","Islam","Pakistani","Nabeel Chaudhry","Mehak Chaudhry","Nabeel Chaudhry","+923122358165","nabeelchaudhry71@gmail.com","House No. 184, Lane 3, Warsak Road","Peshawar","Khyber Pakhtunkhwa","25000","2021-04-05","85%",58,91,67,NA,73,NA, 68, 39,NA,NA,NA,NA,NA,43,NA,439,700,62.71,"B","Pass","Paid","Self","No","No known medical conditions or allergies.","yasir.chaudhry","KuO7UmRR79","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD128277","ADM376399",24,"Asad","Hashmi","Male","2015-01-20",11,"Class 6","C","A-","Christianity","Pakistani","Haris Hashmi","Kiran Hashmi","Haris Hashmi","+923019787457","harishashmi80@gmail.com","House No. 299, Sector-Street 5, Federal B Area","Karachi","Sindh","74200","2021-04-05","69%",77,52,84,NA,49,NA, 69, 61,NA,NA,NA,NA,NA,NA,69,461,700,65.86,"B","Pass","Paid","Self","No","Allergic to penicillin.","asad.hashmi","SokSiKMh4F","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD473561","ADM981402",25,"Sumaira","Zaidi","Female","2015-10-18",11,"Class 6","C","O-","Islam","Pakistani","Daniyal Zaidi","Fatima Zaidi","Haris Zaidi","+923333924378","daniyalzaidi83@gmail.com","House No. 141, Avenue 1, E-11","Islamabad","Islamabad Capital Territory","44000","2021-04-05","85%",34,54,88,NA,78,NA, 53, 57,NA,NA,NA,NA,NA,76,NA,440,700,62.86,"B","Pass","Paid","School Van","No","Allergic to peanuts.","sumaira.zaidi","cWqJmra8sf","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD559045","ADM365008",26,"Laiba","Khan","Female","2015-02-21",11,"Class 6","C","B-","Christianity","Pakistani","Usman Khan","Alisha Khan","Zain Khan","+923338586965","usmankhan94@gmail.com","House No. 377, Street 10, Chaklala Scheme III","Rawalpindi","Punjab","46000","2021-04-05","75%",73,86,64,NA,71,NA, 78, 89,NA,NA,NA,NA,NA,NA,38,499,700,71.29,"A","Pass","Paid","School Van","No","Wears corrective lenses/glasses.","laiba.khan32","UbiBmtufm2","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD739301","ADM886403",27,"Hamza","Sheikh","Male","2014-07-02",12,"Class 6","C","B+","Hinduism","Pakistani","Arsalan Sheikh","Sidra Sheikh","Arsalan Sheikh","+923025431320","arsalansheikh56@gmail.com","House No. 90, Street 3, Warsak Road","Peshawar","Khyber Pakhtunkhwa","25000","2021-04-05","97%",50,39,84,NA,59,NA, 79, 83,NA,NA,NA,NA,NA,NA,66,460,700,65.71,"B","Pass","Paid","Self","No","Allergic to penicillin.","hamza.sheikh","8DFkVwGVjJ","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD138211","ADM908698",28,"Fahad","Naqvi","Male","2015-04-21",11,"Class 6","C","A-","Islam","Pakistani","Nabeel Naqvi","Ushna Naqvi","Nabeel Naqvi","+923217545054","nabeelnaqvi89@gmail.com","House No. 72, Lane 7, Hayatabad Phase 1","Peshawar","Khyber Pakhtunkhwa","25000","2021-04-05","93%",77,87,37,NA,82,NA, 71, 50,NA,NA,NA,NA,NA,73,NA,477,700,68.14,"B","Pass","Paid","Self","No","Allergic to peanuts.","fahad.naqvi","XxY8lyFDIl","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD540909","ADM899102",29,"Bushra","Hashmi","Female","2014-02-13",12,"Class 6","C","A-","Islam","Pakistani","Kamran Hashmi","Fiza Hashmi","Kamran Hashmi","+923124484568","kamranhashmi52@gmail.com","House No. 448, Lane 3, Cantt","Quetta","Balochistan","87300","2021-04-05","60%",54,39,71,NA,47,NA, 85, 39,NA,NA,NA,NA,NA,81,NA,416,700,59.43,"C","Pass","Paid","School Van","Yes","Allergic to penicillin.","bushra.hashmi817","0cL!zuwurc","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD994064","ADM337063",30,"Wajiha","Ahmed","Female","2014-11-03",12,"Class 6","C","AB+","Islam","Pakistani","Zeeshan Ahmed","Iqra Ahmed","Zeeshan Ahmed","+923213498399","zeeshanahmed59@gmail.com","House No. 268, Lane 15, Sector G-11","Islamabad","Islamabad Capital Territory","44000","2021-04-05","89%",76,41,66,NA,45,NA, 33, 86,NA,NA,NA,NA,NA,90,NA,437,700,62.43,"B","Pass","Paid","Self","Yes","Wears corrective lenses/glasses.","wajiha.ahmed","$IfXJPf2QX","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD096888","ADM200470", 1,"Bushra","Raza","Female","2013-09-24",13,"Class 7","A","A-","Islam","Pakistani","Haris Raza","Sara Raza","Haris Raza","+923017594731","harisraza40@gmail.com","House No. 94, Sector-Street 2, Cantt","Quetta","Balochistan","87300","2020-04-05","63%",34,87,75,NA,70,NA, 34, 60,NA,NA,NA,NA,NA,71,NA,431,700,61.57,"B","Pass","Paid","School Van","No","No known medical conditions or allergies.","bushra.raza","5gMSTfCwdl","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD047585","ADM765485", 2,"Wajiha","Butt","Female","2013-12-23",13,"Class 7","A","AB-","Islam","Pakistani","Nabeel Butt","Ushna Butt","Nabeel Butt","+923003564455","nabeelbutt48@gmail.com","House No. 406, Road 1, Defense (DHA)","Karachi","Sindh","74200","2020-04-05","61%",60,54,34,NA,44,NA, 69, 45,NA,NA,NA,NA,NA,35,NA,341,700,48.71,"D","Pass","Paid","Self","No","Wears corrective lenses/glasses.","wajiha.butt","JfTNtwV465","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD564152","ADM666420", 3,"Haris","Yousafzai","Male","2014-09-07",12,"Class 7","A","B-","Islam","Pakistani","Aamir Yousafzai","Khadija Yousafzai","Aamir Yousafzai","+923125329112","aamiryousafzai63@gmail.com","House No. 253, Sector-Street 6, Multan Public School Road","Multan","Punjab","60000","2020-04-05","96%",68,44,36,NA,42,NA, 76, 73,NA,NA,NA,NA,NA,52,NA,391,700,55.86,"C","Pass","Paid","Self","No","Mild seasonal asthma; carries inhaler.","haris.yousafzai","rTrgQja@fF","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD357057","ADM555388", 4,"Daniyal","Ahmed","Male","2013-10-24",13,"Class 7","A","A+","Islam","Pakistani","Daniyal Ahmed","Anum Ahmed","Daniyal Ahmed","+923331401638","daniyalahmed88@gmail.com","House No. 152, Avenue 14, E-11","Islamabad","Islamabad Capital Territory","44000","2020-04-05","97%",68,50,75,NA,73,NA, 84, 90,NA,NA,NA,NA,NA,62,NA,502,700,71.71,"A","Pass","Paid","Self","No","No known medical conditions or allergies.","daniyal.ahmed","s1qGfut2gO","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD615075","ADM765904", 5,"Asad","Abbasi","Male","2013-01-08",13,"Class 7","A","A+","Islam","Pakistani","Raza Abbasi","Areeba Abbasi","Raza Abbasi","+923333654088","razaabbasi95@gmail.com","House No. 410, Road 8, Multan Public School Road","Multan","Punjab","60000","2020-04-05","79%",80,60,83,NA,53,NA, 97, 82,NA,NA,NA,NA,NA,71,NA,526,700,75.14,"A","Pass","Unpaid","Self","No","Allergic to peanuts.","asad.abbasi","BtwfxmSwSm","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
